InspectionID,EquipmentID,EquipmentName,InspectionDate,Inspector,InspectionType,Checkpoints,Readings,Result,Findings,Recommendations,NextInspectionDate,Status
INS-00001,BE001,Bucket Elevator,2024-09-28,Safety-Team,Quarterly,Chain Tension | Belt Slippage | Bearing Temp | Drive Current | Take-up Position,Chain Tension: 38.2 mm/s | Belt Slippage: 13.5 mm/s | Bearing Temp: 58.3 °C | Drive Current: 41.8 A | Take-up Position: 49.5 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2025-09-28,Completed
INS-00192,BE001,Bucket Elevator,2024-11-17,Safety-Team,Daily,Chain Tension | Belt Slippage | Bearing Temp | Drive Current | Take-up Position,Chain Tension: 70.2 mm/s | Belt Slippage: 33.1 mm/s | Bearing Temp: 67.0 °C | Drive Current: 66.3 A | Take-up Position: 32.8 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2024-11-18,Completed
INS-00193,BF001,Bag Filter,2023-02-20,Safety-Team,Daily,Differential Pressure | Compressor Pressure | Filter Condition | Fan Vibration | Dust Emission,Differential Pressure: 62.7 bar | Compressor Pressure: 84.9 bar | Filter Condition: 51.9 mm/s | Fan Vibration: 82.5 mm/s | Dust Emission: 35.0 mm/s,Fail,Critical deviation in Compressor Pressure,"Immediate maintenance required, equipment taken offline",2024-02-20,Action Pending
INS-00194,BE001,Bucket Elevator,2024-08-15,Maintenance-Team,Weekly,Chain Tension | Belt Slippage | Bearing Temp | Drive Current | Take-up Position,Chain Tension: 77.1 mm/s | Belt Slippage: 12.8 mm/s | Bearing Temp: 81.8 °C | Drive Current: 20.6 A | Take-up Position: 21.2 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2024-09-14,Completed
INS-00195,BC001,Belt Conveyor,2023-01-01,Safety-Team,Monthly,Belt Alignment | Idler Condition | Belt Tension | Motor Amps | Slip Detection,Belt Alignment: 73.1 mm/s | Idler Condition: 34.0 mm/s | Belt Tension: 75.0 mm/s | Motor Amps: 62.4 A | Slip Detection: 23.6 mm/s,Conditional Pass,Minor deviation in Belt Tension,Schedule follow-up within 7 days,2023-01-31,Action Pending
INS-00196,RK001,Rotary Kiln,2024-02-22,Third-Party-Auditor,Daily,Kiln Shell Temp | Burning Zone Temp | Drive Torque | Tyre Migration | ID Fan Draft,Kiln Shell Temp: 27.7 °C | Burning Zone Temp: 32.4 °C | Drive Torque: 39.3 mm/s | Tyre Migration: 36.4 mm/s | ID Fan Draft: 30.2 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2024-02-23,Completed
INS-00197,BE001,Bucket Elevator,2023-09-03,Safety-Team,Weekly,Chain Tension | Belt Slippage | Bearing Temp | Drive Current | Take-up Position,Chain Tension: 32.1 mm/s | Belt Slippage: 36.8 mm/s | Bearing Temp: 12.4 °C | Drive Current: 37.2 A | Take-up Position: 45.0 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2023-09-04,Completed
INS-00198,BE001,Bucket Elevator,2023-07-20,Maintenance-Team,Monthly,Chain Tension | Belt Slippage | Bearing Temp | Drive Current | Take-up Position,Chain Tension: 52.0 mm/s | Belt Slippage: 60.6 mm/s | Bearing Temp: 71.2 °C | Drive Current: 28.3 A | Take-up Position: 48.4 mm/s,Fail,Critical deviation in Chain Tension,"Immediate maintenance required, equipment taken offline",2024-07-19,Action Pending
INS-00199,BE001,Bucket Elevator,2024-05-02,QA-Team,Monthly,Chain Tension | Belt Slippage | Bearing Temp | Drive Current | Take-up Position,Chain Tension: 73.7 mm/s | Belt Slippage: 75.5 mm/s | Bearing Temp: 50.8 °C | Drive Current: 24.6 A | Take-up Position: 11.6 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2025-05-02,Completed
INS-00200,BM001,Ball Mill,2024-01-17,Third-Party-Auditor,Monthly,Bearing Temp | Oil Pressure | Motor Current | Shell Temperature | Lubrication Flow,Bearing Temp: 67.6 °C | Oil Pressure: 76.0 bar | Motor Current: 19.1 A | Shell Temperature: 87.7 °C | Lubrication Flow: 21.0 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2024-01-18,Completed
INS-00201,VRM001,Vertical Roller Mill,2023-12-02,Maintenance-Team,Monthly,Hydraulic Pressure | Roller Gap | Gearbox Oil Level | Vibration | Mill DP,Hydraulic Pressure: 34.8 bar | Roller Gap: 38.8 mm/s | Gearbox Oil Level: 85.2 mm/s | Vibration: 70.3 mm/s | Mill DP: 21.8 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2023-12-03,Completed
INS-00202,AC001,Air Compressor,2024-11-11,Third-Party-Auditor,Annual,Discharge Pressure | Oil Level | Air Temperature | Motor Amps | Safety Valve,Discharge Pressure: 78.1 bar | Oil Level: 69.1 mm/s | Air Temperature: 27.0 °C | Motor Amps: 56.3 A | Safety Valve: 40.7 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2025-11-11,Completed
INS-00203,BM001,Ball Mill,2023-01-26,Production-Team,Weekly,Bearing Temp | Oil Pressure | Motor Current | Shell Temperature | Lubrication Flow,Bearing Temp: 80.3 °C | Oil Pressure: 56.1 bar | Motor Current: 58.0 A | Shell Temperature: 69.3 °C | Lubrication Flow: 81.8 mm/s,Conditional Pass,Minor deviation in Bearing Temp,Schedule follow-up within 7 days,2023-02-02,Action Pending
INS-00204,VRM001,Vertical Roller Mill,2024-11-21,Third-Party-Auditor,Daily,Hydraulic Pressure | Roller Gap | Gearbox Oil Level | Vibration | Mill DP,Hydraulic Pressure: 20.7 bar | Roller Gap: 41.8 mm/s | Gearbox Oil Level: 62.2 mm/s | Vibration: 87.9 mm/s | Mill DP: 31.5 mm/s,Conditional Pass,Minor deviation in Mill DP,Schedule follow-up within 7 days,2025-11-21,Action Pending
INS-00205,AC001,Air Compressor,2024-02-10,QA-Team,Daily,Discharge Pressure | Oil Level | Air Temperature | Motor Amps | Safety Valve,Discharge Pressure: 39.5 bar | Oil Level: 50.3 mm/s | Air Temperature: 13.2 °C | Motor Amps: 24.3 A | Safety Valve: 77.4 mm/s,Fail,Critical deviation in Motor Amps,"Immediate maintenance required, equipment taken offline",2025-02-09,Action Pending
INS-00206,BF001,Bag Filter,2024-01-29,Safety-Team,Weekly,Differential Pressure | Compressor Pressure | Filter Condition | Fan Vibration | Dust Emission,Differential Pressure: 80.7 bar | Compressor Pressure: 38.4 bar | Filter Condition: 58.7 mm/s | Fan Vibration: 76.1 mm/s | Dust Emission: 10.4 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2024-02-05,Completed
INS-00207,BF001,Bag Filter,2023-02-13,Maintenance-Team,Daily,Differential Pressure | Compressor Pressure | Filter Condition | Fan Vibration | Dust Emission,Differential Pressure: 61.8 bar | Compressor Pressure: 50.6 bar | Filter Condition: 78.8 mm/s | Fan Vibration: 13.6 mm/s | Dust Emission: 16.4 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2024-02-13,Completed
INS-00208,VRM001,Vertical Roller Mill,2023-03-22,Third-Party-Auditor,Monthly,Hydraulic Pressure | Roller Gap | Gearbox Oil Level | Vibration | Mill DP,Hydraulic Pressure: 38.9 bar | Roller Gap: 74.8 mm/s | Gearbox Oil Level: 17.8 mm/s | Vibration: 73.1 mm/s | Mill DP: 27.0 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2023-06-20,Completed
INS-00209,JC001,Jaw Crusher,2023-01-17,Production-Team,Weekly,Jaw Plate Gap | Bearing Temp | Flywheel Alignment | Motor Amps | Oil Level,Jaw Plate Gap: 24.8 mm/s | Bearing Temp: 89.6 °C | Flywheel Alignment: 68.2 mm/s | Motor Amps: 39.7 A | Oil Level: 36.1 mm/s,Conditional Pass,Minor deviation in Motor Amps,Schedule follow-up within 7 days,2023-02-16,Action Pending
INS-00210,AC001,Air Compressor,2024-07-20,Third-Party-Auditor,Quarterly,Discharge Pressure | Oil Level | Air Temperature | Motor Amps | Safety Valve,Discharge Pressure: 10.7 bar | Oil Level: 63.7 mm/s | Air Temperature: 55.6 °C | Motor Amps: 71.5 A | Safety Valve: 35.9 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2025-07-20,Completed
INS-00211,BC001,Belt Conveyor,2024-06-08,Third-Party-Auditor,Daily,Belt Alignment | Idler Condition | Belt Tension | Motor Amps | Slip Detection,Belt Alignment: 57.2 mm/s | Idler Condition: 76.1 mm/s | Belt Tension: 42.8 mm/s | Motor Amps: 10.7 A | Slip Detection: 68.2 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2024-06-15,Completed
INS-00212,ENG001,Cummins Engine,2023-03-27,Third-Party-Auditor,Daily,Oil Pressure | Coolant Temp | Battery Voltage | Exhaust Temp | RPM,Oil Pressure: 43.5 bar | Coolant Temp: 25.1 °C | Battery Voltage: 22.3 mm/s | Exhaust Temp: 65.0 °C | RPM: 36.7 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2024-03-26,Completed
INS-00213,RK001,Rotary Kiln,2023-03-08,Safety-Team,Monthly,Kiln Shell Temp | Burning Zone Temp | Drive Torque | Tyre Migration | ID Fan Draft,Kiln Shell Temp: 54.6 °C | Burning Zone Temp: 61.6 °C | Drive Torque: 23.1 mm/s | Tyre Migration: 61.8 mm/s | ID Fan Draft: 18.5 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2023-06-06,Completed
INS-00214,PU001,Centrifugal Pump,2024-09-10,Production-Team,Annual,Discharge Pressure | Vibration | Seal Condition | Bearing Temp | Motor Amps,Discharge Pressure: 52.5 bar | Vibration: 12.0 mm/s | Seal Condition: 68.3 mm/s | Bearing Temp: 44.5 °C | Motor Amps: 30.1 A,Fail,Critical deviation in Discharge Pressure,"Immediate maintenance required, equipment taken offline",2024-10-10,Action Pending
INS-00215,BM001,Ball Mill,2023-01-29,Third-Party-Auditor,Weekly,Bearing Temp | Oil Pressure | Motor Current | Shell Temperature | Lubrication Flow,Bearing Temp: 42.6 °C | Oil Pressure: 63.1 bar | Motor Current: 49.8 A | Shell Temperature: 48.1 °C | Lubrication Flow: 16.9 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2023-04-29,Completed
INS-00216,VRM001,Vertical Roller Mill,2024-08-10,Third-Party-Auditor,Weekly,Hydraulic Pressure | Roller Gap | Gearbox Oil Level | Vibration | Mill DP,Hydraulic Pressure: 72.8 bar | Roller Gap: 66.3 mm/s | Gearbox Oil Level: 46.2 mm/s | Vibration: 38.6 mm/s | Mill DP: 58.2 mm/s,Fail,Critical deviation in Mill DP,"Immediate maintenance required, equipment taken offline",2024-08-11,Action Pending
INS-00217,AC001,Air Compressor,2023-01-25,Safety-Team,Annual,Discharge Pressure | Oil Level | Air Temperature | Motor Amps | Safety Valve,Discharge Pressure: 38.7 bar | Oil Level: 59.1 mm/s | Air Temperature: 12.7 °C | Motor Amps: 62.5 A | Safety Valve: 54.9 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2023-02-24,Completed
INS-00218,PU001,Centrifugal Pump,2024-02-20,Maintenance-Team,Annual,Discharge Pressure | Vibration | Seal Condition | Bearing Temp | Motor Amps,Discharge Pressure: 20.4 bar | Vibration: 20.0 mm/s | Seal Condition: 18.6 mm/s | Bearing Temp: 44.3 °C | Motor Amps: 89.9 A,Pass,All parameters within normal range,Continue routine monitoring,2024-02-21,Completed
INS-00219,RK001,Rotary Kiln,2023-01-22,QA-Team,Quarterly,Kiln Shell Temp | Burning Zone Temp | Drive Torque | Tyre Migration | ID Fan Draft,Kiln Shell Temp: 39.3 °C | Burning Zone Temp: 17.5 °C | Drive Torque: 34.4 mm/s | Tyre Migration: 52.0 mm/s | ID Fan Draft: 66.8 mm/s,Conditional Pass,Minor deviation in ID Fan Draft,Schedule follow-up within 7 days,2023-01-23,Action Pending
INS-00220,RK001,Rotary Kiln,2024-01-18,Safety-Team,Weekly,Kiln Shell Temp | Burning Zone Temp | Drive Torque | Tyre Migration | ID Fan Draft,Kiln Shell Temp: 22.5 °C | Burning Zone Temp: 63.3 °C | Drive Torque: 15.7 mm/s | Tyre Migration: 25.6 mm/s | ID Fan Draft: 38.1 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2024-01-19,Completed
INS-00221,AC001,Air Compressor,2024-08-18,QA-Team,Weekly,Discharge Pressure | Oil Level | Air Temperature | Motor Amps | Safety Valve,Discharge Pressure: 10.3 bar | Oil Level: 68.4 mm/s | Air Temperature: 31.6 °C | Motor Amps: 62.3 A | Safety Valve: 61.0 mm/s,Fail,Critical deviation in Oil Level,"Immediate maintenance required, equipment taken offline",2024-09-17,Action Pending
INS-00222,PU001,Centrifugal Pump,2024-08-05,Maintenance-Team,Annual,Discharge Pressure | Vibration | Seal Condition | Bearing Temp | Motor Amps,Discharge Pressure: 25.0 bar | Vibration: 42.2 mm/s | Seal Condition: 46.7 mm/s | Bearing Temp: 60.0 °C | Motor Amps: 84.8 A,Pass,All parameters within normal range,Continue routine monitoring,2025-08-05,Completed
INS-00223,PU001,Centrifugal Pump,2023-02-21,QA-Team,Weekly,Discharge Pressure | Vibration | Seal Condition | Bearing Temp | Motor Amps,Discharge Pressure: 46.2 bar | Vibration: 68.5 mm/s | Seal Condition: 15.2 mm/s | Bearing Temp: 62.8 °C | Motor Amps: 86.6 A,Pass,All parameters within normal range,Continue routine monitoring,2023-05-22,Completed
INS-00224,RK001,Rotary Kiln,2023-02-03,Safety-Team,Daily,Kiln Shell Temp | Burning Zone Temp | Drive Torque | Tyre Migration | ID Fan Draft,Kiln Shell Temp: 32.2 °C | Burning Zone Temp: 61.0 °C | Drive Torque: 78.9 mm/s | Tyre Migration: 23.0 mm/s | ID Fan Draft: 50.2 mm/s,Conditional Pass,Minor deviation in Tyre Migration,Schedule follow-up within 7 days,2024-02-03,Action Pending
INS-00225,RK001,Rotary Kiln,2024-01-13,Production-Team,Annual,Kiln Shell Temp | Burning Zone Temp | Drive Torque | Tyre Migration | ID Fan Draft,Kiln Shell Temp: 68.5 °C | Burning Zone Temp: 44.7 °C | Drive Torque: 79.1 mm/s | Tyre Migration: 79.0 mm/s | ID Fan Draft: 58.8 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2024-02-12,Completed
INS-00226,AC001,Air Compressor,2024-10-23,Maintenance-Team,Weekly,Discharge Pressure | Oil Level | Air Temperature | Motor Amps | Safety Valve,Discharge Pressure: 63.7 bar | Oil Level: 23.3 mm/s | Air Temperature: 79.7 °C | Motor Amps: 55.9 A | Safety Valve: 43.5 mm/s,Conditional Pass,Minor deviation in Discharge Pressure,Schedule follow-up within 7 days,2024-11-22,Action Pending
INS-00227,BM001,Ball Mill,2023-08-11,QA-Team,Weekly,Bearing Temp | Oil Pressure | Motor Current | Shell Temperature | Lubrication Flow,Bearing Temp: 54.4 °C | Oil Pressure: 58.9 bar | Motor Current: 71.8 A | Shell Temperature: 53.8 °C | Lubrication Flow: 22.6 mm/s,Fail,Critical deviation in Lubrication Flow,"Immediate maintenance required, equipment taken offline",2023-09-10,Action Pending
INS-00228,VRM001,Vertical Roller Mill,2024-07-09,Production-Team,Annual,Hydraulic Pressure | Roller Gap | Gearbox Oil Level | Vibration | Mill DP,Hydraulic Pressure: 20.4 bar | Roller Gap: 79.4 mm/s | Gearbox Oil Level: 69.0 mm/s | Vibration: 19.9 mm/s | Mill DP: 65.7 mm/s,Conditional Pass,Minor deviation in Gearbox Oil Level,Schedule follow-up within 7 days,2024-08-08,Action Pending
INS-00229,BE001,Bucket Elevator,2023-12-27,Third-Party-Auditor,Annual,Chain Tension | Belt Slippage | Bearing Temp | Drive Current | Take-up Position,Chain Tension: 33.0 mm/s | Belt Slippage: 31.9 mm/s | Bearing Temp: 12.3 °C | Drive Current: 16.0 A | Take-up Position: 28.3 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2024-12-26,Completed
INS-00230,JC001,Jaw Crusher,2023-03-13,Production-Team,Annual,Jaw Plate Gap | Bearing Temp | Flywheel Alignment | Motor Amps | Oil Level,Jaw Plate Gap: 26.3 mm/s | Bearing Temp: 45.0 °C | Flywheel Alignment: 64.5 mm/s | Motor Amps: 69.3 A | Oil Level: 39.7 mm/s,Conditional Pass,Minor deviation in Motor Amps,Schedule follow-up within 7 days,2023-03-20,Action Pending
INS-00231,VRM001,Vertical Roller Mill,2024-11-29,QA-Team,Monthly,Hydraulic Pressure | Roller Gap | Gearbox Oil Level | Vibration | Mill DP,Hydraulic Pressure: 55.1 bar | Roller Gap: 14.1 mm/s | Gearbox Oil Level: 77.0 mm/s | Vibration: 79.9 mm/s | Mill DP: 70.5 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2025-02-27,Completed
INS-00232,BF001,Bag Filter,2023-02-21,Safety-Team,Annual,Differential Pressure | Compressor Pressure | Filter Condition | Fan Vibration | Dust Emission,Differential Pressure: 90.0 bar | Compressor Pressure: 29.2 bar | Filter Condition: 30.8 mm/s | Fan Vibration: 75.3 mm/s | Dust Emission: 10.3 mm/s,Fail,Critical deviation in Differential Pressure,"Immediate maintenance required, equipment taken offline",2024-02-21,Action Pending
INS-00233,RK001,Rotary Kiln,2023-12-08,Maintenance-Team,Daily,Kiln Shell Temp | Burning Zone Temp | Drive Torque | Tyre Migration | ID Fan Draft,Kiln Shell Temp: 82.2 °C | Burning Zone Temp: 61.0 °C | Drive Torque: 82.1 mm/s | Tyre Migration: 55.9 mm/s | ID Fan Draft: 45.9 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2023-12-15,Completed
INS-00234,ENG001,Cummins Engine,2024-09-10,QA-Team,Monthly,Oil Pressure | Coolant Temp | Battery Voltage | Exhaust Temp | RPM,Oil Pressure: 48.8 bar | Coolant Temp: 62.2 °C | Battery Voltage: 46.9 mm/s | Exhaust Temp: 18.8 °C | RPM: 57.8 mm/s,Fail,Critical deviation in RPM,"Immediate maintenance required, equipment taken offline",2025-09-10,Action Pending
INS-00235,VRM001,Vertical Roller Mill,2024-01-25,Safety-Team,Quarterly,Hydraulic Pressure | Roller Gap | Gearbox Oil Level | Vibration | Mill DP,Hydraulic Pressure: 47.8 bar | Roller Gap: 63.4 mm/s | Gearbox Oil Level: 27.9 mm/s | Vibration: 73.4 mm/s | Mill DP: 35.0 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2024-01-26,Completed
INS-00236,BM001,Ball Mill,2023-05-16,Maintenance-Team,Weekly,Bearing Temp | Oil Pressure | Motor Current | Shell Temperature | Lubrication Flow,Bearing Temp: 48.5 °C | Oil Pressure: 54.1 bar | Motor Current: 56.0 A | Shell Temperature: 61.4 °C | Lubrication Flow: 56.2 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2023-08-14,Completed
INS-00237,AC001,Air Compressor,2023-03-31,Safety-Team,Daily,Discharge Pressure | Oil Level | Air Temperature | Motor Amps | Safety Valve,Discharge Pressure: 62.6 bar | Oil Level: 67.7 mm/s | Air Temperature: 72.9 °C | Motor Amps: 21.6 A | Safety Valve: 37.9 mm/s,Conditional Pass,Minor deviation in Air Temperature,Schedule follow-up within 7 days,2023-06-29,Action Pending
INS-00238,PU001,Centrifugal Pump,2024-08-22,Safety-Team,Daily,Discharge Pressure | Vibration | Seal Condition | Bearing Temp | Motor Amps,Discharge Pressure: 13.6 bar | Vibration: 36.0 mm/s | Seal Condition: 49.5 mm/s | Bearing Temp: 71.8 °C | Motor Amps: 88.5 A,Pass,All parameters within normal range,Continue routine monitoring,2024-08-29,Completed
INS-00239,PU001,Centrifugal Pump,2023-11-30,QA-Team,Quarterly,Discharge Pressure | Vibration | Seal Condition | Bearing Temp | Motor Amps,Discharge Pressure: 28.0 bar | Vibration: 82.8 mm/s | Seal Condition: 12.9 mm/s | Bearing Temp: 69.3 °C | Motor Amps: 38.1 A,Pass,All parameters within normal range,Continue routine monitoring,2024-02-28,Completed
INS-00240,BC001,Belt Conveyor,2024-11-10,Maintenance-Team,Quarterly,Belt Alignment | Idler Condition | Belt Tension | Motor Amps | Slip Detection,Belt Alignment: 63.5 mm/s | Idler Condition: 71.4 mm/s | Belt Tension: 18.4 mm/s | Motor Amps: 82.5 A | Slip Detection: 44.0 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2025-02-08,Completed
INS-00241,JC001,Jaw Crusher,2024-03-01,Maintenance-Team,Monthly,Jaw Plate Gap | Bearing Temp | Flywheel Alignment | Motor Amps | Oil Level,Jaw Plate Gap: 63.9 mm/s | Bearing Temp: 84.7 °C | Flywheel Alignment: 52.8 mm/s | Motor Amps: 33.2 A | Oil Level: 56.2 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2024-03-31,Completed
INS-00242,PU001,Centrifugal Pump,2024-03-04,Production-Team,Quarterly,Discharge Pressure | Vibration | Seal Condition | Bearing Temp | Motor Amps,Discharge Pressure: 18.7 bar | Vibration: 52.3 mm/s | Seal Condition: 38.3 mm/s | Bearing Temp: 41.7 °C | Motor Amps: 42.3 A,Pass,All parameters within normal range,Continue routine monitoring,2024-06-02,Completed
INS-00243,AC001,Air Compressor,2023-07-12,Third-Party-Auditor,Monthly,Discharge Pressure | Oil Level | Air Temperature | Motor Amps | Safety Valve,Discharge Pressure: 66.7 bar | Oil Level: 67.0 mm/s | Air Temperature: 53.6 °C | Motor Amps: 22.6 A | Safety Valve: 71.4 mm/s,Fail,Critical deviation in Air Temperature,"Immediate maintenance required, equipment taken offline",2023-08-11,Action Pending
INS-00244,PU001,Centrifugal Pump,2023-04-06,QA-Team,Monthly,Discharge Pressure | Vibration | Seal Condition | Bearing Temp | Motor Amps,Discharge Pressure: 25.3 bar | Vibration: 75.1 mm/s | Seal Condition: 77.0 mm/s | Bearing Temp: 14.9 °C | Motor Amps: 15.7 A,Pass,All parameters within normal range,Continue routine monitoring,2023-05-06,Completed
INS-00245,BM001,Ball Mill,2023-10-20,Production-Team,Monthly,Bearing Temp | Oil Pressure | Motor Current | Shell Temperature | Lubrication Flow,Bearing Temp: 32.5 °C | Oil Pressure: 14.3 bar | Motor Current: 55.6 A | Shell Temperature: 72.3 °C | Lubrication Flow: 40.7 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2023-10-27,Completed
